cat_substrate,ddG,x1,x2,x4,x5,x6,x7,x8,x9,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28,x29,x30,x1_div_x26,x6_add_x26,x11_div_x9,x20_div_x9,x20_sub_x13,x21_mul_x30,x26_mul_x21,x26_div_x22,x27_add_x5,x27_mul_x29,x30_add_x8,x30_mul_x27,inv_x4,inv_x8,inv_x24,cbrt_x27,exp_x27,x27_squared,x27_cubed,sqrt_x30,cbrt_x30,ln_x30,inv_x30,x30_squared,x30_cubed,cbrt_x1divx26,inv_x1divx26,x1divx26_squared,inv_x2divx14,inv_x4divx15,cbrt_x6addx26,inv_x6addx26,exp_x6addx26,x6addx26_squared,x6addx26_cubed,inv_x9mulx18,sqrt_x11divx9,cbrt_x11divx9,ln_x11divx9,inv_x11divx9,exp_x11divx9,x11divx9_squared,x11divx9_cubed,inv_x11subx12,inv_x13divx27,inv_x20divx2,cbrt_x20divx9,inv_x20divx9,exp_x20divx9,x20divx9_squared,x20divx9_cubed,cbrt_x20subx13,inv_x20subx13,x20subx13_squared,cbrt_x21mulx30,inv_x21mulx30,exp_x21mulx30,x21mulx30_squared,x21mulx30_cubed,x24subx11_squared,sqrt_x26mulx5,ln_x26mulx5,inv_x26mulx5,exp_x26mulx5,x26mulx5_squared,ln_x26divx6,sqrt_x26mulx21,cbrt_x26mulx21,ln_x26mulx21,inv_x26mulx21,exp_x26mulx21,x26mulx21_squared,x26mulx21_cubed,cbrt_x26divx22,inv_x26divx22,exp_x26divx22,x26divx22_squared,x26divx22_cubed,cbrt_x27addx5,inv_x27addx5,exp_x27addx5,x27addx5_squared,x27addx5_cubed,cbrt_x27mulx29,exp_x27mulx29,x27mulx29_squared,x27mulx29_cubed,sqrt_x30addx8,cbrt_x30addx8,ln_x30addx8,inv_x30addx8,x30addx8_squared,cbrt_x30mulx27,exp_x30mulx27,x30mulx27_squared,x30mulx27_cubed
KA5_A3,0.601029336,82.17930572,77.4806317,0.32273,-0.372656431,-0.795398018,90.62047384,63.24586561,69.38133194,91.55944656,71.09311961,67.43451679,57.4329,86.18404032,-0.168771,33.17086342,59.995,1573.2441,-171.9441,-0.370103,65.48321021,65.15941597,61.07903754,52.74063548,-0.172925029,0.01528724,-0.305578074,-0.112396674,77.05104831,-475.2308348,-0.968323047,1.31965536,-2.478247321,-239.3786168,-28.51682413,0.064000072,-0.002640754,-0.357369191,-0.001718235,140.2969139,1.177897901,3.098565364,0.01581131,0.016372229,0.248185478,1.015404688,0.0002337,3.57262E-06,8.777872653,4.255260813,4.344468167,0.012978409,5936.864046,457441.5985,-7.803717463,-0.002104241,225844.3464,0.741254927,267.0468823,-0.989327519,-1.032713208,0.379719276,0.937649522,-0.907947642,0.000240238,1.148762534,1.096865833,0.277370611,0.757773606,3.742131466,1.741490268,2.298166967,0.048860746,0.000226698,-0.450615239,-1.353260945,-0.403510978,0.083890129,6.141709783,-15.22067581,-6.209097093,-0.004177483,57302.12218,-3.05515831,-0.035067019,4.12383E-13,813.2092587,-23190.14541,929.0553338,0.253853548,-2.741995519,15.51792052,1.066563315,0.004152723,-1.525984501,0.252982355,0.40000015,-2.748871073,15.62498245,1.066092475,0.004096009,0.000262145,-0.138221616,-378.6797708,0.99736273,6.97358E-06,-1.84E-08,-0.709641551,-2.798226668,0.699514196,0.127712739,-0.045640598,-0.119773531,0.99828324,2.95233E-06,-5.07E-09,11.84469982,5.196162281,4.943760991,0.007127741,19683.22406,1.056093937,3.247540373,1.387443466,1.634266747
KA5_A4,1.809015734,82.17930572,77.4806317,0.32273,-0.372656431,-0.795398018,90.62047384,63.24586561,69.38133194,91.55944656,71.09311961,67.43451679,54.0981,85.71394808,-0.168667,32.11858661,55.5578,1582.3568,-171.9401,-0.369797,65.02136392,64.96107718,61.24385429,52.71967015,-0.177384712,0.012581121,-0.319768473,-0.097327889,76.03203542,-463.2829099,-0.97278273,1.31965536,-2.478189668,-239.3746168,-28.1164186,0.065596334,-0.002728099,-0.360075311,-0.001224494,139.277901,0.956568206,3.098565364,0.01581131,0.016328169,0.232580397,1.012660596,0.000158285,1.9914E-06,8.719635051,4.23641866,4.33115477,0.013152351,5780.87041,439531.3438,-7.737763053,-0.002158508,214631.0546,0.698214493,265.5902707,-0.990844,-1.027978776,0.378029619,0.94630624,-0.920550368,0.000259425,1.148762534,1.096865833,0.277370611,0.757773606,3.742131466,1.741490268,2.298166967,0.048860746,0.000186568,-0.450625722,-1.353250452,-0.403520365,0.083894966,6.141424033,-15.21961359,-6.209062508,-0.004177552,57300.20716,-3.04079167,-0.035566407,6.15453E-13,790.532995,-22226.95661,919.0351347,0.257106114,-2.716532769,15.1277797,1.068337342,0.00436968,-1.500521751,0.256117814,0.403298423,-2.724235461,15.24475427,1.067795598,0.004302879,0.000282253,-0.139729049,-366.5556239,0.997275619,7.44252E-06,-2.03E-08,-0.711428263,-2.777196799,0.697623786,0.129654229,-0.046685287,-0.106984011,0.998776255,1.49939E-06,-1.84E-09,11.80160587,5.183551341,4.936471225,0.00717989,19398.33372,0.985307936,2.602749031,0.915022733,0.875281654
KA5_A5,0.400696239,82.17930572,77.4806317,0.32273,-0.372656431,-0.795398018,90.62047384,63.24586561,69.38133194,91.55944656,71.09311961,67.43451679,61.8149,86.56720329,-0.174761,33.23866324,61.8149,1571.9384,-164.8952,-0.372869,68.96634417,68.95206347,74.1544994,57.36756895,-0.169510869,0.018550355,-0.109682387,-0.143138024,77.84542258,-484.802576,-0.964908886,1.31965536,-2.376650828,-232.3297168,-29.02614487,0.063205348,-0.002457878,-0.354106076,-0.002655261,141.0912882,1.444060213,3.098565364,0.01581131,0.013485358,0.264718366,1.018723482,0.000344116,6.38347E-06,8.823005303,4.269834351,4.354725099,0.01284597,6059.909817,471736.2405,-7.855761797,-0.002062695,235033.5377,0.797810997,268.2341378,-0.98816341,-1.036367282,0.381017914,0.931049159,-0.898377607,0.000233165,1.148762534,1.096865833,0.277370611,0.757773606,3.742131466,1.741490268,2.298166967,0.048860746,0.000275087,-0.46987803,-1.334509881,-0.420760167,0.092861065,5.648469158,-13.4244389,-6.147543177,-0.004304228,53977.0973,-3.073239828,-0.034451699,2.47802E-13,842.5170862,-24455.023,302.9321855,0.251335066,-2.761936613,15.83047078,1.06520718,0.003990362,-1.545925595,0.251406738,0.398337576,-2.761366361,15.82144599,1.065245563,0.003994916,0.0002525,-0.134954317,-406.8549986,0.99754514,6.04116E-06,-1.48E-08,-0.707475047,-2.82401254,0.701800519,0.125391113,-0.044401755,-0.138474268,0.997348261,7.05041E-06,-1.87E-08,11.87818539,5.205950882,4.949407115,0.00708761,19906.7516,1.130303574,4.237867578,2.085309899,3.011313056
KA5_A6,0.09494525,82.17930572,77.4806317,0.32273,-0.372656431,-0.795398018,90.62047384,63.24586561,69.38133194,91.55944656,71.09311961,67.43451679,57.5611,87.01097591,-0.166024,43.00499038,61.9059,1580.1983,-156.5538,-0.367149,71.87735464,70.55553486,79.49847288,61.25547428,-0.173359829,0.016653291,-0.115783121,-0.122199101,80.64526631,-474.0389181,-0.968757847,1.31965536,-2.256425405,-223.9883168,-29.60882888,0.063648888,-0.002411884,-0.35600314,-0.002035017,143.8911319,1.343009117,3.098565364,0.01581131,0.012578858,0.255368128,1.01679273,0.000277332,4.61849E-06,8.980270949,4.320423239,4.390060109,0.012399984,6503.658978,524489.3103,-7.797187887,-0.002109531,224712.8959,0.742909534,269.6091963,-0.989475574,-1.032249703,0.37955421,0.938491766,-0.909171262,0.000232823,1.148762534,1.096865833,0.277370611,0.757773606,3.742131466,1.741490268,2.298166967,0.048860746,0.000246955,-0.494913772,-1.311616869,-0.443178843,0.104724163,5.091455606,-11.48848978,-6.073072355,-0.004464519,50170.76606,-3.093668272,-0.03377371,1.38372E-13,876.6827477,-25957.54946,145.467086,0.254172491,-2.739484289,15.47900034,1.066736145,0.004173632,-1.523473271,0.252287312,0.399267174,-2.754373428,15.71119362,1.065718146,0.004051181,0.000257853,-0.13410721,-414.6136686,0.997591022,5.81718E-06,-1.40E-08,-0.70873619,-2.80896399,0.700470421,0.126738236,-0.04511921,-0.126723171,0.997967052,4.1413E-06,-8.43E-09,11.99546297,5.240161552,4.969056985,0.006949699,20704.65785,1.103298396,3.830552761,1.803673488,2.422349938
KA5_A9,1.30106392,82.17930572,77.4806317,0.32273,-0.372656431,-0.795398018,90.62047384,63.24586561,69.38133194,91.55944656,71.09311961,67.43451679,57.8299,85.91401898,-0.170949,29.22487465,58.1307,1576.0544,-164.6822,-0.372295,65.07708138,65.01974076,61.12838945,52.62416139,-0.16988734,0.021748187,-0.325655736,-0.09959546,76.1313322,-483.728249,-0.965285358,1.31965536,-2.373580838,-232.1167168,-28.34331432,0.063248207,-0.002610556,-0.350908244,-0.002166021,139.3771978,1.655718476,3.098565364,0.01581131,0.016359011,0.279130754,1.021986403,0.000472984,1.02865E-05,8.725327054,4.238262093,4.332459904,0.013135196,5795.979743,441255.6593,-7.849954692,-0.002067276,233993.0189,0.746378788,266.2102035,-0.988291908,-1.035963087,0.380874499,0.931775823,-0.899429559,0.000247943,1.148762534,1.096865833,0.277370611,0.757773606,3.742131466,1.741490268,2.298166967,0.048860746,0.000322508,-0.47048577,-1.333935024,-0.421304379,0.093146586,5.633885994,-13.37248384,-6.145663912,-0.004308177,53878.17021,-3.048949359,-0.035281689,4.90518E-13,803.3434668,-22769.41639,926.0492368,0.25161401,-2.759718145,15.79539031,1.065356633,0.004008107,-1.543707127,0.251491963,0.398427592,-2.760688493,15.81072478,1.06529122,0.004000336,0.000253014,-0.137692721,-383.0602163,0.997392849,6.815E-06,-1.78E-08,-0.705338934,-2.849747812,0.704048352,0.123136596,-0.043209647,-0.129386074,0.997836323,4.69165E-06,-1.02E-08,11.80581204,5.184782902,4.937183911,0.007174775,19426.00327,1.183029293,5.236841115,2.741403672,4.538992709
KA5_A11,2.122552742,82.17930572,77.4806317,0.32273,-0.372656431,-0.795398018,90.62047384,63.24586561,69.38133194,91.55944656,71.09311961,67.43451679,59.455,85.86678226,-0.161929,29.29129482,59.507,1548.5315,-183.3846,-0.363426,65.13018014,65.11751341,61.16563617,52.77732482,-0.180313292,0.000217547,-0.277836752,-0.134138391,76.12644876,-455.7584462,-0.97571131,1.31965536,-2.643140379,-250.8191168,-27.66633077,0.065530538,-0.002768506,-0.372438885,-2.92E-05,139.3723144,0.01656105,3.098565364,0.01581131,0.016349049,0.060142863,1.00021757,4.73265E-08,1.02957E-11,8.725047207,4.23817147,4.332395757,0.013136039,5795.2362,441170.7516,-7.695642929,-0.002194145,207715.7613,0.767353062,266.0638374,-0.991837322,-1.024893316,0.376924148,0.95201256,-0.928889422,0.000242208,1.148762534,1.096865833,0.277370611,0.757773606,3.742131466,1.741490268,2.298166967,0.048860746,3.22604E-06,-0.42250348,-1.382632443,-0.378337832,0.07113752,6.986191063,-18.46548369,-6.306477899,-0.003986937,62910.22935,-3.024478639,-0.036145017,9.65306E-13,765.425858,-21176.52497,923.7837098,0.259219806,-2.700157811,14.88208009,1.069503913,0.004515156,-1.484146793,0.255989333,0.403163536,-2.72523901,15.2600608,1.067725343,0.004294251,0.000281405,-0.140415533,-361.205652,0.997235323,7.66463E-06,-2.12E-08,-0.719479359,-2.685004282,0.689051762,0.138710723,-0.051661267,-0.030787077,0.999970819,8.51551E-10,-2.48E-14,11.80560521,5.184722347,4.937148873,0.007175026,19424.64201,0.254895767,1.016698944,0.000274268,4.54217E-06
KA5_A13,1.731169682,82.17930572,77.4806317,0.32273,-0.372656431,-0.795398018,90.62047384,63.24586561,69.38133194,91.55944656,71.09311961,67.43451679,57.4257,86.03242317,-0.165666,29.31415755,58.4561,1535.7576,-177.0278,-0.367723,65.2494597,64.80277861,61.1358388,52.75461237,-0.173614848,-0.003853708,-0.295268269,-0.118831781,76.41782784,-473.3426131,-0.969012866,1.31965536,-2.551519192,-244.4623168,-28.10059291,0.063842173,-0.002660786,-0.376510139,0.000457943,139.6636935,-0.294491994,3.098565364,0.01581131,0.016357018,-0.156780821,0.996153708,1.48511E-05,-5.72E-08,8.741729111,4.24357188,4.336216018,0.013085952,5839.684412,446255.9981,-7.793368312,-0.002112635,224053.2294,0.741162001,266.5770866,-0.989562391,-1.031978042,0.379457429,0.938985934,-0.909889451,0.000246563,1.148762534,1.096865833,0.277370611,0.757773606,3.742131466,1.741490268,2.298166967,0.048860746,-5.71E-05,-0.43767494,-1.366468463,-0.39192337,0.077963135,6.510250186,-16.61102829,-6.252743898,-0.00409061,59761.82433,-3.040221046,-0.035586438,6.2527E-13,789.6433218,-22189.44553,925.5959094,0.254359371,-2.738014332,15.45626359,1.066837527,0.00418592,-1.522003314,0.252670087,0.399670922,-2.751341293,15.66362732,1.065924154,0.004075823,0.000260209,-0.138570244,-375.8287989,0.997342751,7.07978E-06,-1.88E-08,-0.722091488,-2.655970971,0.68625216,0.141759885,-0.053374034,0.077079189,1.000458048,2.09712E-07,9.6036E-11,11.81793948,5.188332983,4.939237343,0.007160057,19505.94727,-0.665310684,0.74490991,0.086725534,-0.025539976
KA5_A14,1.369995111,82.17930572,77.4806317,0.32273,-0.372656431,-0.795398018,90.62047384,63.24586561,69.38133194,91.55944656,71.09311961,67.43451679,62.9273,86.29958886,-0.162489,30.14076346,62.9273,1536.7861,-178.9074,-0.365472,65.49976255,65.4937053,61.26899583,55.99200988,-0.172548263,-0.007085673,-0.285723082,-0.134123405,76.47317359,-476.2685196,-0.967946281,1.31965536,-2.578610052,-246.3419168,-27.9488037,0.063061559,-0.002634334,-0.379742104,0.000950355,139.7190392,-0.541863867,3.098565364,0.01581131,0.016321469,-0.192070364,0.992939372,5.02068E-05,-3.56E-07,8.744894144,4.244596105,4.336940007,0.013076481,5848.146279,447226.3056,-7.80939324,-0.002099656,226831.7028,0.812168133,267.404917,-0.989199189,-1.033115184,0.379862368,0.936920002,-0.906888232,0.000229044,1.148762534,1.096865833,0.277370611,0.757773606,3.742131466,1.741490268,2.298166967,0.048860746,-0.000105075,-0.43307673,-1.371287626,-0.387805825,0.075879399,6.649229803,-17.14577081,-6.268728181,-0.004059398,60684.33997,-3.034737103,-0.035779707,7.27761E-13,781.1356282,-21831.80633,917.5114056,0.253576852,-2.744176677,15.5518045,1.066413575,0.004134647,-1.528165659,0.251120606,0.398035279,-2.763643907,15.85752113,1.065092403,0.00397676,0.000250781,-0.138109522,-379.6025614,0.997369133,6.93972E-06,-1.83E-08,-0.724151749,-2.633366145,0.684037797,0.144204065,-0.054760355,0.098316985,1.000950806,9.03174E-07,8.58335E-10,11.82028084,5.189018234,4.939633543,0.007157221,19521.40992,-0.815261119,0.581663099,0.293616451,-0.159100145
KA5_A15,0.855,82.17930572,77.4806317,0.32273,-0.372656431,-0.795398018,90.62047384,63.24586561,69.38133194,91.55944656,71.09311961,67.43451679,57.1607,85.94708964,-0.170276,29.28932389,57.1782,1581.8829,-172.9623,-0.371628,65.09663083,65.08957837,61.12745828,52.72025252,-0.172435049,0.01691,-0.314455541,-0.109219607,76.03854669,-476.5812177,-0.967833067,1.31965536,-2.492922738,-240.3968168,-28.25805303,0.064081692,-0.002648909,-0.355746431,-0.001846904,139.2844123,1.285811824,3.098565364,0.01581131,0.01635926,0.2566736,1.017053783,0.000285948,4.83538E-06,8.720008411,4.23653959,4.331240405,0.013151225,5781.860582,439644.2758,-7.811101974,-0.002098278,227129.6571,0.737741791,266.3126751,-0.989160621,-1.033236034,0.379905376,0.936700846,-0.906570052,0.000252073,1.148762534,1.096865833,0.277370611,0.757773606,3.742131466,1.741490268,2.298166967,0.048860746,0.000250762,-0.447962543,-1.355926888,-0.401135577,0.082667996,6.214663778,-15.49267664,-6.217888132,-0.004159789,57790.62952,-3.045889043,-0.035388142,5.34175E-13,798.5175609,-22564.55158,926.1059105,0.253493649,-2.74483302,15.56201516,1.066368584,0.004129223,-1.528822002,0.25314362,0.40017012,-2.747596565,15.60508098,1.066179494,0.004106463,0.000263149,-0.138363757,-377.5139169,0.997354596,7.01672E-06,-1.86E-08,-0.708565796,-2.810990954,0.700650261,0.126555523,-0.045021676,-0.122691574,0.998154801,3.41105E-06,-6.30E-09,11.80188173,5.183632117,4.936517974,0.007179554,19400.14751,1.08740787,3.617603625,1.653312048,2.125848181
KA5_A16,1.795380785,82.17930572,77.4806317,0.32273,-0.372656431,-0.795398018,90.62047384,63.24586561,69.38133194,91.55944656,71.09311961,67.43451679,51.2799,83.13210227,-0.182254,28.16392577,51.2799,1679.9266,-193.3764,-0.380645,61.10324791,61.10324791,61.21591925,48.31287272,-0.1708,-0.0054,-0.2752,-0.13458,72.40363329,-481.1434761,-0.966198018,1.31965536,-2.787153181,-260.8109168,-27.56008099,0.065014166,-0.002795269,-0.378056431,0.000726732,135.6494989,-0.39097962,3.098565364,0.01581131,0.01633562,-0.175441064,0.994614554,0.00002916,-1.57E-07,8.509032453,4.167927156,4.282256482,0.013811462,5242.286113,379560.5613,-7.835947793,-0.002078382,231499.0446,0.661841532,257.5902528,-0.988603281,-1.034984529,0.380527048,0.93353861,-0.901983154,0.000281067,1.148762534,1.096865833,0.277370611,0.757773606,3.742131466,1.741490268,2.298166967,0.048860746,-8.01E-05,-0.400672635,-1.407300837,-0.358789035,0.061596318,7.768222852,-21.65122703,-6.389132899,-0.003834195,68022.33432,-3.020601937,-0.036284364,1.07352E-12,759.5580643,-20933.48177,920.7296497,0.252288958,-2.754360377,15.71098858,1.065719032,0.004051287,-1.538349359,0.254978756,0.402101783,-2.733150094,15.38126322,1.067174142,0.004226842,0.000274805,-0.140866543,-357.7473531,0.997208634,7.81353E-06,-2.18E-08,-0.723078658,-2.64510776,0.685191833,0.142926665,-0.054034345,0.08990657,1.000726996,5.28139E-07,3.83816E-10,11.64686648,5.138141552,4.910074345,0.00737194,18400.78655,-0.731225576,0.676393941,0.152865063,-0.059767124
KA5_A19,1.008749522,82.17930572,77.4806317,0.32273,-0.372656431,-0.795398018,90.62047384,63.24586561,69.38133194,91.55944656,71.09311961,67.43451679,55.3841,88.57845358,-0.156343,38.24225032,55.3841,1560.2996,-161.0883,-0.355071,71.59886551,71.58447557,66.78989124,70.28454622,-0.173571901,0.012529207,-0.301667804,0.018861744,80.15692147,-473.4597314,-0.968969919,1.31965536,-2.321781602,-228.5228168,-28.46139826,0.061630349,-0.002424227,-0.360127224,0.000236323,143.4027871,1.004302684,3.098565364,0.01581131,0.014972326,0.232260059,1.012608027,0.000156981,1.96685E-06,8.95303979,4.311684849,4.383986232,0.012475529,6425.13206,515018.806,-7.794011025,-0.002112112,224164.1173,0.71481219,274.4661283,-0.989547771,-1.032023781,0.379473725,0.938902704,-0.909768477,0.000260239,1.148762534,1.096865833,0.277370611,0.757773606,3.742131466,1.741490268,2.298166967,0.048860746,0.000185798,-0.480982366,-1.324159971,-0.430703732,0.098098657,5.390669806,-12.51595797,-6.113780694,-0.004375931,52222.67779,-3.053177671,-0.035135308,4.35885E-13,810.0511912,-23055.18957,613.5308708,0.254327909,-2.738261729,15.46008791,1.066820453,0.00418385,-1.522250711,0.248254604,0.395001012,-2.786600859,16.22577227,1.063569122,0.0037983,0.000234091,-0.134335592,-412.5026287,0.997578709,5.87688E-06,-1.42E-08,-0.711462451,-2.776796458,0.697587571,0.129691617,-0.046705482,0.06182562,1.000236351,5.58484E-08,1.31982E-11,11.97509027,5.234226727,4.965657364,0.006973365,20564.35934,1.001432176,2.730002933,1.00862388,1.012963669
KA5_A20,0.042652491,82.17930572,77.4806317,0.32273,-0.372656431,-0.795398018,90.62047384,63.24586561,69.38133194,91.55944656,71.09311961,67.43451679,57.1356,87.26728015,-0.173206,32.98204882,57.1356,1571.3818,-157.6576,-0.373152,69.52614207,69.5107643,65.10820173,63.93437849,-0.171385438,0.018163106,-0.336113785,0.07085991,78.4737596,-479.4999305,-0.966783456,1.31965536,-2.272334583,-225.0921168,-29.28264034,0.063952819,-0.00246505,-0.354493326,0.001287036,141.7196252,1.425327181,3.098565364,0.01581131,0.015359048,0.262863348,1.018329058,0.000329898,5.99198E-06,8.858541618,4.28129171,4.362764296,0.012743113,6158.130946,483251.6875,-7.827015301,-0.002085506,229920.1833,0.737417839,270.4033717,-0.988802912,-1.034357791,0.380304338,0.934670251,-0.903623736,0.000252261,1.148762534,1.096865833,0.277370611,0.757773606,3.742131466,1.741490268,2.298166967,0.048860746,0.000269344,-0.491448758,-1.314692219,-0.440076038,0.103071271,5.163504458,-11.73320975,-6.083031916,-0.004442626,50666.46104,-3.082265731,-0.034149926,1.91739E-13,857.4730255,-25109.07421,699.6683532,0.252720964,-2.750938614,15.65732117,1.065951562,0.004079107,-1.534927596,0.252888946,0.399901682,-2.74960967,15.63652728,1.066042101,0.004089963,0.000261565,-0.135085457,-405.6712331,0.997537985,6.07647E-06,-1.50E-08,-0.70773285,-2.820927582,0.7015288,0.125665518,-0.044547587,0.108775286,1.001287865,1.65646E-06,2.13193E-09,11.90460521,5.213667512,4.953850635,0.007056186,20084.45217,1.125394675,4.159218436,2.031557572,2.895634227
KA5_A21,0.682547308,82.17930572,77.4806317,0.32273,-0.372656431,-0.795398018,90.62047384,63.24586561,69.38133194,91.55944656,71.09311961,67.43451679,52.1693,88.17235511,-0.153328,36.5969222,56.3129,1662.2577,-163.7848,-0.35398,71.92537114,69.54614869,64.62585667,69.28112188,-0.172965266,-0.003284233,-0.26428371,-0.012991521,81.28499805,-475.1202814,-0.968363284,1.31965536,-2.360646523,-231.2193168,-28.77326361,0.061226245,-0.002404788,-0.375940665,4.26672E-05,144.5308637,-0.266958904,3.098565364,0.01581131,0.015473683,-0.148643071,0.996721154,1.07862E-05,-3.54E-08,9.015819322,4.331817318,4.397961474,0.012302393,6607.250907,537070.3771,-7.803112288,-0.00210473,225739.2818,0.67332053,273.2078056,-0.989341222,-1.032670297,0.379703998,0.937727449,-0.908060832,0.000255947,1.148762534,1.096865833,0.277370611,0.757773606,3.742131466,1.741490268,2.298166967,0.048860746,-4.87E-05,-0.473063628,-1.331507613,-0.423612765,0.094359198,5.572652006,-13.15506158,-6.137733647,-0.004324898,53462.37246,-3.064288901,-0.034754486,3.19103E-13,827.9006987,-23821.40505,725.4182642,0.253883081,-2.741762861,15.51431057,1.066579308,0.004154656,-1.525751843,0.247439376,0.394135791,-2.793179345,16.33286516,1.063139417,0.003748653,0.000229516,-0.133975565,-415.8370806,0.997598101,5.78301E-06,-1.39E-08,-0.721727248,-2.659994234,0.686643074,0.141331383,-0.053132214,0.03494336,1.000042668,1.82049E-09,7.76751E-14,12.02209897,5.247915891,4.973493074,0.006918937,20889.17055,-0.643894631,0.765704538,0.071267057,-0.019025375
KA6_A1,2.368096697,79.33644964,67.01057807,0.32897,-0.384790944,-0.803889717,90.56911326,59.49884535,63.56246275,90.04716036,54.54115201,67.52568121,57.371,85.77931302,-0.170193,28.10322128,57.371,1558.7206,-172.9063,-0.371293,65.0011174,65.0011174,61.1358388,52.7126817,-0.17413,0.01471,-0.31225,-0.11231,75.87902071,-455.6162042,-0.978019717,1.416671986,-2.720258035,-240.4319812,-28.17334923,0.06465325,-0.002678877,-0.370080944,-0.00165208,135.3778661,1.116180395,3.039790862,0.016807049,0.016357018,0.245021517,1.014818725,0.000216384,3.18301E-06,8.710856485,4.233574816,4.329140239,0.013178873,5757.625783,436883.006,-7.694842243,-0.00219483,207586.1256,0.856148412,260.7511719,-0.992618892,-1.022474274,0.376055057,0.956522567,-0.93549793,0.000274225,1.190240306,1.123112089,0.348310449,0.705879702,4.123374932,2.006959517,2.843203325,0.028164247,0.000217843,-0.387554288,-1.395950549,-0.367612185,0.065857759,7.399803775,-20.12937567,-6.218191294,-0.00415918,57807.53759,-3.042842636,-0.035494537,5.81393E-13,793.7376071,-22362.24681,835.8645148,0.258850627,-2.703008228,14.92456074,1.069299378,0.004489489,-1.529659945,0.254270034,0.401356333,-2.738716903,15.46712653,1.066789051,0.004180043,0.000270253,-0.138883587,-373.2907449,0.997324708,7.17638E-06,-1.92E-08,-0.717957783,-2.70211157,0.690678422,0.136959905,-0.050686251,-0.11821621,0.998349284,2.72937E-06,-4.51E-09,11.63519944,5.134709617,4.908069876,0.007386732,18327.16662,1.037316923,3.053169998,1.245858673,1.390603026
KA6_A2,2.304501335,79.33644964,67.01057807,0.32897,-0.384790944,-0.803889717,90.56911326,59.49884535,63.56246275,90.04716036,54.54115201,67.52568121,57.5516,85.81166502,-0.16988,29.26094258,57.5516,1557.6808,-172.4812,-0.371064,65.05241781,64.97970054,61.17029201,52.68589266,-0.174002242,0.014857794,-0.311965303,-0.111759858,75.97180622,-455.9507323,-0.977891959,1.416671986,-2.713570125,-240.0068812,-28.1904023,0.064565968,-0.002674801,-0.36993315,-0.001660505,135.4706516,1.128773419,3.039790862,0.016807049,0.016347805,0.245839374,1.014968719,0.000220754,3.27992E-06,8.716180713,4.235299731,4.330362301,0.013162778,5771.715341,438487.6395,-7.69672505,-0.002193219,207891.0703,0.858843509,260.8495152,-0.992575669,-1.022607857,0.376103105,0.956272683,-0.935131367,0.000273364,1.190240306,1.123112089,0.348310449,0.705879702,4.123374932,2.006959517,2.843203325,0.028164247,0.000220032,-0.388509461,-1.394805602,-0.368518208,0.066299686,7.363462823,-19.98127273,-6.214524404,-0.004166547,57603.30303,-3.043456447,-0.035473066,5.71563E-13,794.6987821,-22402.87838,833.8735257,0.258755651,-2.70374219,14.93551883,1.069246812,0.004482903,-1.530393908,0.254098343,0.401175641,-2.74006782,15.48803545,1.066695944,0.004168764,0.00026916,-0.138813104,-373.8596531,0.997328774,7.15456E-06,-1.91E-08,-0.717862197,-2.703191102,0.690780508,0.136850536,-0.05062555,-0.118416818,0.998340873,2.75728E-06,-4.58E-09,11.63918604,5.135882428,4.908755023,0.007381673,18352.29744,1.041203433,3.091861754,1.274129431,1.438203434
KA6_A3,1.531681473,79.33644964,67.01057807,0.32897,-0.384790944,-0.803889717,90.56911326,59.49884535,63.56246275,90.04716036,54.54115201,67.52568121,57.4329,86.18404032,-0.168771,33.17086342,59.995,1573.2441,-171.9441,-0.370103,65.48321021,65.15941597,61.07903754,52.74063548,-0.172925029,0.01528724,-0.305578074,-0.112396674,77.05104831,-458.7910164,-0.976814745,1.416671986,-2.705120169,-239.4697812,-28.51682413,0.064000072,-0.002640754,-0.369503703,-0.001718235,136.5498937,1.177897901,3.039790862,0.016807049,0.016372229,0.248185478,1.015404688,0.0002337,3.57262E-06,8.777872653,4.255260813,4.344468167,0.012978409,5936.864046,457441.5985,-7.712673885,-0.002179642,210489.1967,0.857072147,261.9814583,-0.992211072,-1.02373557,0.376508466,0.954167047,-0.932044441,0.000262231,1.190240306,1.123112089,0.348310449,0.705879702,4.123374932,2.006959517,2.843203325,0.028164247,0.000226392,-0.389723044,-1.393356306,-0.369669345,0.066862289,7.31767513,-19.79519059,-6.209885212,-0.004175892,57345.77611,-3.05515831,-0.035067019,4.12383E-13,813.2092587,-23190.14541,839.1521397,0.257953455,-2.709952234,15.02855765,1.068803699,0.00442757,-1.536603952,0.252982355,0.40000015,-2.748871073,15.62498245,1.066092475,0.004096009,0.000262145,-0.138221616,-378.6797708,0.99736273,6.97358E-06,-1.84E-08,-0.717584306,-2.706332821,0.691077225,0.136532987,-0.050449444,-0.119773531,0.99828324,2.95233E-06,-5.07E-09,11.6854565,5.149484897,4.916690069,0.00732333,18645.87346,1.056093937,3.247540373,1.387443466,1.634266747
